age,weekly_watch_hours,skip_rate,avg_rating_given,logins_per_week,subscription_type,content_diversity_score,days_since_last_login,notifications_clicked,watch_streak_days,engagement_level
43,1.3,0.18,2.4,4,Free,0.42,39,3,24,0
41,27.56,0.74,,7,Free,0.65,30,0,20,2
52,4.74,0.25,4.8,6,Free,0.99,13,2,13,2
41,5.57,0.45,4.2,5,Premium,0.55,49,1,20,0
38,,0.39,3.9,3,Basic,0.1,29,1,17,0
24,5.09,,1.7,1,Premium,0.85,26,7,26,1
27,8.68,0.39,4.6,2,Basic,0.13,35,4,20,1
16,11.13,0.08,4.3,1,Basic,0.26,5,2,15,2
16,11.22,0.09,1.7,5,Premium,0.87,53,3,27,2
62,6.9,0.59,,3,Free,0.26,59,5,27,0
49,18.78,0.6,2.1,3,Basic,0.75,57,3,5,0
47,13.6,0.42,1.3,7,Free,0.45,5,2,22,2
63,11.32,0.43,,4,Basic,0.76,14,6,28,2
40,0.46,0.05,3.6,3,Free,0.23,55,4,16,0
55,0.06,0.52,1.4,4,Basic,0.42,23,3,18,0
60,,0.5,2.3,5,Premium,0.32,12,0,3,0
16,8.71,0.15,5.0,10,Free,0.25,6,3,28,2
31,4.24,0.1,3.7,9,Premium,0.31,44,5,22,1
54,4.12,0.12,3.9,3,Free,0.32,20,3,23,1
20,17.27,0.1,1.9,3,Free,0.96,37,1,20,2
37,18.07,0.61,1.3,4,Basic,0.53,37,4,6,1
44,19.19,0.2,2.1,7,Free,0.46,13,4,17,2
18,3.01,0.25,2.0,4,Free,0.5,2,3,7,1
27,9.4,0.17,1.9,6,Free,1.0,42,4,27,2
41,2.54,0.92,1.8,4,Basic,0.65,44,2,17,0
31,1.69,0.85,3.3,5,Free,0.7,34,1,18,0
52,,0.23,2.3,5,Premium,0.31,11,5,18,1
37,3.35,0.33,4.3,6,Basic,0.47,54,2,5,0
44,4.5,0.89,1.7,2,Free,0.18,53,2,11,0
29,14.22,0.49,,5,Free,0.69,20,3,25,2
43,,0.02,1.1,4,Premium,0.34,58,5,5,0
20,10.62,,2.9,5,Basic,0.75,53,3,13,0
62,6.06,0.52,1.2,4,Basic,0.21,53,3,16,0
64,2.72,0.9,4.9,8,Basic,0.4,19,2,25,1
45,5.43,0.16,4.2,4,Free,0.47,59,2,27,1
61,2.85,,3.0,4,Basic,0.17,26,4,11,0
20,7.25,0.79,1.3,3,Basic,0.07,4,3,1,0
27,4.55,0.95,3.4,4,Free,0.32,44,0,12,0
31,1.44,0.99,4.0,6,Premium,0.54,54,3,4,0
41,,0.88,1.8,7,Free,0.65,58,2,24,0
41,6.33,0.25,3.3,3,Free,0.43,10,2,21,1
63,18.62,0.26,,8,Free,0.5,48,2,5,1
36,3.37,0.93,4.1,2,Basic,0.54,59,3,0,0
54,10.56,0.41,4.2,7,Free,0.51,41,5,7,1
51,8.6,0.95,4.5,4,Free,0.09,43,2,8,0
48,21.45,0.13,4.8,6,Premium,0.41,5,7,27,2
45,13.76,0.97,2.6,1,Free,0.2,4,3,11,1
52,6.69,,3.3,5,Free,0.53,21,1,20,1
38,8.56,0.77,4.2,4,Free,0.76,0,4,9,1
25,18.29,,3.8,6,Free,0.58,19,1,2,2
20,4.08,0.14,5.0,4,Free,0.22,23,3,9,1
51,3.17,0.86,1.1,3,Free,0.21,19,3,13,0
49,0.09,,2.4,7,Free,0.04,46,4,4,0
46,14.01,0.66,2.1,3,Premium,0.43,47,0,4,0
25,12.91,0.57,2.0,6,Free,0.43,28,0,12,1
34,0.88,0.47,,5,Basic,0.24,41,2,28,0
47,6.88,0.5,3.8,1,Free,0.76,23,2,27,1
16,4.99,0.9,1.3,5,Free,0.39,58,1,16,0
20,1.01,0.09,4.0,2,Free,0.67,7,2,24,2
60,31.53,0.67,,5,Free,0.64,33,2,9,2
19,1.93,0.9,,4,Basic,0.6,21,2,1,0
31,0.56,0.06,2.0,9,Free,0.91,38,2,14,1
39,7.23,,3.5,6,Premium,0.02,54,0,29,1
31,10.74,,4.0,7,Basic,0.07,32,4,12,1
17,0.26,0.44,,2,Free,0.72,51,3,4,0
64,,0.4,4.4,5,Free,0.35,29,0,26,1
43,6.08,0.14,4.9,5,Free,0.99,54,5,16,1
47,0.87,0.51,3.3,2,Free,0.22,5,2,22,0
42,1.52,0.13,4.6,2,Basic,0.18,12,2,22,1
35,6.71,0.48,4.2,3,Premium,0.59,43,3,4,0
39,2.81,0.76,4.6,4,Free,0.28,18,1,13,0
27,22.29,0.26,1.0,3,Free,0.34,57,2,25,2
50,13.66,,4.9,1,Free,0.92,25,1,9,1
48,32.87,,2.9,3,Basic,0.03,16,4,14,2
48,2.41,0.69,4.2,4,Free,0.53,36,3,1,0
58,27.98,0.84,1.5,7,Premium,0.33,26,5,23,2
52,,0.41,2.6,5,Basic,0.35,23,3,18,1
27,3.42,0.92,2.1,0,Premium,0.25,46,4,28,0
18,0.41,0.04,,3,Free,0.13,13,0,4,0
16,0.43,0.12,1.5,9,Basic,0.03,2,5,5,1
48,9.42,0.2,,2,Basic,0.99,4,2,12,2
55,4.9,0.89,1.0,4,Basic,0.66,56,2,21,0
25,2.05,0.85,2.3,6,Free,0.78,13,6,7,0
58,7.61,0.35,1.7,5,Premium,0.07,7,2,26,1
59,2.33,0.65,3.4,3,Premium,0.01,42,3,12,0
44,6.9,0.71,2.0,1,Free,0.6,24,9,13,0
28,3.56,0.59,2.0,1,Basic,0.72,14,3,15,0
27,13.88,0.36,3.0,2,Free,0.39,44,3,0,0
46,,0.58,3.6,5,Premium,0.39,36,5,4,1
61,,0.86,1.5,6,Basic,0.38,44,3,22,0
17,,0.08,1.7,2,Free,0.15,2,3,20,1
50,3.6,0.99,2.0,3,Free,0.75,44,5,7,0
38,13.11,0.13,4.9,2,Free,0.22,10,6,1,2
32,3.18,0.07,2.6,2,Free,0.32,8,5,20,1
41,1.88,0.88,3.4,5,Free,0.67,3,5,19,1
23,0.71,0.3,2.0,2,Basic,0.0,48,6,2,0
44,5.03,0.65,3.0,3,Basic,0.77,14,1,1,0
41,5.26,0.33,1.3,6,Free,0.9,26,4,23,1
25,14.71,0.39,1.1,5,Basic,0.05,30,2,10,1
41,2.0,0.26,2.9,6,Free,0.59,49,2,3,0
49,3.84,0.34,2.6,1,Free,0.41,15,6,25,1
56,13.22,0.41,1.5,1,Basic,0.08,55,1,13,0
22,13.88,0.72,3.8,7,Free,0.68,31,6,29,2
19,3.88,0.51,5.0,8,Free,0.61,33,2,13,1
60,4.92,0.94,,1,Free,0.64,5,4,9,0
26,,0.04,3.5,4,Basic,0.81,43,6,19,1
44,21.57,0.5,4.9,5,Premium,0.29,4,3,3,2
51,,0.92,4.3,3,Free,0.68,56,1,24,0
40,21.71,0.92,2.9,3,Free,0.74,23,1,6,1
36,9.21,0.05,3.9,2,Premium,0.17,48,9,9,1
51,6.07,0.57,1.5,3,Free,0.96,18,4,2,0
25,0.27,0.85,3.0,4,Free,0.34,29,4,4,0
52,5.16,0.24,2.1,6,Free,0.71,11,3,3,1
24,,0.88,1.6,1,Premium,0.75,4,4,16,0
39,1.41,,2.7,3,Basic,0.5,27,3,19,1
50,8.55,0.99,1.5,3,Basic,0.13,55,4,29,0
64,,0.93,3.8,5,Basic,0.28,38,4,22,2
50,6.61,0.66,2.8,8,Basic,0.23,33,3,10,0
63,10.04,0.44,,3,Free,0.52,11,3,4,1
51,0.57,,1.6,4,Basic,0.26,22,0,28,1
33,4.33,0.91,1.6,3,Free,0.55,4,1,11,0
64,0.99,0.47,3.3,4,Basic,0.29,53,3,28,0
54,7.59,0.03,4.9,5,Free,0.0,39,1,13,1
47,22.31,0.69,1.4,2,Free,0.36,36,5,21,2
39,8.67,0.48,2.1,2,Basic,0.61,15,0,12,1
38,0.64,0.12,4.5,2,Free,0.77,8,4,10,1
47,3.5,0.21,1.3,6,Free,0.03,32,2,21,0
52,6.4,0.06,4.5,5,Free,0.26,36,5,11,1
27,4.13,0.57,3.1,4,Basic,0.99,32,1,6,0
64,14.35,0.62,,3,Free,0.26,48,5,0,0
28,13.48,0.51,2.2,7,Free,0.78,0,1,21,2
38,7.57,0.82,2.2,3,Basic,0.51,46,1,8,0
40,3.74,0.86,2.2,3,Free,0.12,36,3,25,0
50,2.36,0.62,4.5,4,Premium,0.64,8,4,26,1
56,0.9,,3.9,5,Free,0.97,17,3,27,2
45,3.51,0.7,3.7,7,Premium,0.89,37,1,20,0
32,4.26,0.42,4.2,4,Basic,0.69,20,7,22,2
64,9.01,0.57,2.0,2,Free,0.51,43,5,18,0
35,8.59,0.65,3.5,8,Premium,0.32,13,3,3,1
63,0.58,0.94,2.8,5,Basic,0.36,38,4,3,0
40,4.02,,4.1,2,Premium,0.35,38,2,10,0
37,1.6,,2.2,8,Free,0.92,50,1,5,0
28,1.36,0.98,3.6,4,Free,0.21,5,1,18,0
34,14.05,0.0,4.5,3,Basic,0.38,2,2,18,2
64,0.34,0.99,2.6,4,Free,0.43,47,4,25,0
51,4.35,0.11,1.3,5,Premium,0.41,47,2,20,0
27,1.47,0.09,3.1,3,Basic,0.0,17,2,10,0
56,16.92,0.33,2.4,6,Basic,0.27,36,2,17,2
34,6.51,0.37,3.7,4,Premium,0.5,19,3,16,1
27,,0.21,4.8,1,Premium,0.76,28,3,13,1
24,5.58,0.59,2.9,3,Free,0.57,35,4,17,0
22,10.52,0.44,2.9,5,Basic,0.38,15,1,13,1
43,25.38,0.03,,5,Basic,0.67,3,3,12,2
29,1.99,0.32,1.4,7,Free,0.67,55,1,8,0
46,17.39,0.81,2.0,2,Premium,0.25,44,5,18,1
34,,0.69,4.7,1,Premium,0.1,13,0,10,1
62,,0.72,3.7,4,Basic,0.8,16,6,18,2
31,8.07,0.7,1.1,4,Free,0.53,34,3,26,1
20,7.95,0.31,1.8,6,Basic,0.18,56,3,16,0
50,4.13,0.1,3.7,4,Basic,0.26,34,4,15,1
27,11.17,0.27,4.1,2,Free,0.77,48,0,17,1
40,6.06,0.83,4.4,5,Free,0.65,44,3,14,0
36,9.05,0.98,2.2,5,Free,0.95,31,4,21,1
51,4.48,0.93,4.7,2,Basic,0.46,52,4,13,0
38,10.52,0.01,3.2,7,Basic,0.05,51,3,14,1
31,13.92,0.14,,1,Free,0.7,9,1,29,2
54,1.27,0.9,3.4,3,Basic,0.25,28,2,17,0
60,14.31,0.58,1.5,4,Free,0.32,55,2,11,0
57,6.22,0.08,4.9,2,Basic,0.2,58,0,25,0
54,14.9,0.94,1.5,3,Basic,0.31,11,2,9,0
29,4.52,0.37,2.0,5,Basic,0.83,58,0,7,0
46,3.81,0.91,4.3,7,Basic,0.58,8,7,21,1
20,19.73,,3.5,4,Free,0.11,25,0,17,1
50,2.31,0.76,4.4,1,Free,0.59,20,3,25,1
38,14.87,0.61,3.1,6,Basic,0.63,0,6,21,2
44,5.29,0.63,2.5,4,Basic,0.88,35,5,13,0
58,5.77,0.64,4.7,2,Free,0.86,18,1,17,1
26,2.95,0.63,1.1,3,Free,0.06,5,2,0,0
33,6.81,0.55,4.4,2,Free,0.87,46,5,15,0
62,3.15,0.99,,4,Free,0.05,17,3,4,0
27,0.32,0.73,4.4,3,Free,0.15,36,3,20,0
24,2.54,0.78,1.6,3,Free,0.11,7,4,7,0
25,0.05,0.87,,7,Basic,0.18,10,3,19,0
59,30.66,0.22,4.6,6,Free,0.8,4,3,1,2
32,26.99,0.08,2.9,2,Premium,0.69,20,3,22,2
53,4.02,0.48,4.0,4,Free,0.69,39,2,18,0
22,10.43,0.51,4.2,2,Free,0.92,42,4,28,2
61,3.39,0.83,,5,Free,0.39,20,5,29,1
28,8.9,0.89,4.7,1,Basic,0.0,19,3,2,0
55,13.1,0.57,2.8,3,Basic,0.64,41,3,7,0
57,23.46,0.53,1.7,4,Basic,0.87,8,2,27,2
24,4.09,0.04,1.2,2,Premium,0.98,1,2,2,1
42,12.23,0.62,2.0,0,Basic,0.36,48,1,17,0
17,2.47,0.83,1.6,5,Premium,0.82,3,6,25,1
20,37.11,0.16,3.2,11,Free,0.85,25,4,24,2
44,,0.59,1.7,3,Free,0.14,11,2,7,0
52,7.4,0.59,1.2,4,Free,0.63,18,5,17,1
53,,0.16,1.1,4,Basic,0.17,56,5,23,1
34,,0.12,4.3,0,Free,0.45,18,4,4,1
23,1.03,0.98,3.4,2,Basic,0.88,18,5,25,0
63,22.31,0.39,2.4,8,Free,0.79,57,3,9,2
60,1.6,0.23,4.6,3,Free,0.57,28,3,10,0
16,7.8,0.17,1.3,1,Free,0.81,38,6,3,0
37,,0.67,4.9,5,Free,0.15,44,1,9,0
32,2.94,0.99,3.5,4,Free,0.19,59,1,4,0
22,6.33,0.64,1.7,5,Free,0.21,33,1,11,0
40,4.32,0.87,,3,Free,0.78,58,1,9,0
60,,0.89,4.1,4,Basic,0.89,7,3,11,0
19,1.5,,2.7,5,Free,0.56,5,5,4,0
51,4.33,0.31,4.4,5,Free,0.96,31,0,10,1
21,11.33,0.46,1.6,4,Free,0.73,27,3,26,2
46,18.26,0.39,2.1,3,Premium,0.56,10,2,0,1
34,,0.86,1.4,2,Basic,0.61,27,4,4,0
59,4.0,0.93,1.8,6,Premium,0.85,31,4,22,0
54,,0.3,2.0,6,Basic,0.09,40,1,23,0
42,0.13,0.86,4.7,9,Premium,0.17,7,2,23,1
25,,0.78,1.3,2,Free,0.27,19,2,13,0
41,7.38,0.89,,4,Free,0.89,23,3,1,0
34,1.42,0.25,3.1,3,Basic,0.94,51,0,29,0
54,2.13,0.58,4.6,6,Premium,0.36,26,1,29,1
18,0.19,0.27,5.0,8,Premium,0.92,46,4,9,0
60,14.41,0.93,4.0,1,Basic,0.55,52,2,0,0
28,29.41,0.01,4.9,5,Free,0.47,58,3,12,2
43,1.16,0.56,4.1,2,Free,0.83,57,1,27,0
35,2.11,0.34,4.9,3,Free,0.55,10,1,3,0
43,16.22,0.32,,1,Free,0.45,46,2,29,2
23,20.88,0.64,1.3,3,Free,0.02,22,3,2,1
56,4.35,1.0,2.6,8,Free,0.01,21,4,11,0
54,0.42,0.88,3.6,5,Premium,0.63,4,3,11,0
16,,0.85,2.4,4,Free,0.07,47,3,15,0
18,,0.26,,9,Free,0.74,33,2,13,1
28,3.99,0.52,,3,Free,0.62,30,4,7,0
43,0.23,,4.7,2,Free,0.46,46,1,21,0
64,7.0,0.01,1.1,7,Free,0.71,36,2,12,1
40,,0.56,4.1,1,Free,0.99,46,2,15,0
48,12.39,0.66,3.9,2,Premium,0.25,25,5,14,1
53,,0.59,4.9,0,Free,0.56,22,6,13,0
21,0.33,0.74,,2,Free,0.84,42,4,4,0
59,7.1,0.57,4.0,6,Free,0.02,37,3,24,1
60,4.06,0.07,3.1,2,Free,0.2,37,1,5,0
47,29.14,0.12,1.8,5,Free,0.52,31,3,21,2
60,6.29,0.6,3.2,7,Free,0.55,4,2,28,2
62,2.58,0.27,4.1,5,Free,0.09,24,2,16,0
36,9.89,0.08,4.6,4,Basic,0.41,32,1,8,1
31,2.53,0.43,4.2,2,Basic,0.52,51,4,17,0
36,18.77,0.55,,4,Free,0.42,6,5,11,2
26,3.76,0.33,,4,Basic,0.7,15,1,12,1
52,6.39,,2.3,5,Free,0.77,48,3,16,0
51,0.42,0.64,1.0,4,Free,0.46,28,2,6,0
50,4.44,0.33,1.8,2,Free,0.43,59,4,27,0
34,14.29,0.75,1.5,7,Basic,0.71,58,1,29,1
35,13.1,0.65,4.4,5,Free,0.56,14,4,20,2
33,2.03,0.64,2.0,6,Basic,0.87,19,0,21,1
62,2.05,0.55,2.1,1,Basic,0.48,21,5,19,0
56,,,4.8,2,Premium,0.57,9,4,7,2
64,21.32,0.7,2.5,5,Free,0.13,7,3,22,2
29,0.8,0.38,,5,Free,0.84,54,3,0,0
30,4.78,0.96,2.1,6,Free,0.42,31,3,11,0
46,3.29,0.82,1.5,4,Premium,0.72,27,3,21,0
16,16.36,0.59,1.4,3,Basic,0.43,8,3,18,2
18,0.7,0.25,,2,Premium,0.0,30,2,7,0
31,1.9,0.89,3.4,4,Basic,0.4,22,3,11,0
38,11.17,0.34,1.8,5,Basic,0.15,18,3,5,1
26,0.42,0.48,,1,Free,0.4,31,4,26,0
27,5.43,0.3,,9,Premium,0.32,9,2,21,2
25,4.67,,2.7,5,Premium,0.2,19,5,20,1
47,,0.17,4.7,8,Free,0.12,34,1,23,1
31,4.01,0.98,3.0,6,Free,0.73,56,2,5,0
23,6.04,0.11,2.6,3,Basic,0.75,30,1,6,0
53,1.41,0.93,,6,Free,0.26,10,7,8,0
27,6.79,0.91,1.3,5,Premium,0.5,42,1,27,0
39,13.1,0.53,1.4,6,Free,0.46,39,6,11,1
43,,0.72,,10,Free,0.36,9,2,5,1
23,1.34,0.44,2.9,1,Basic,0.28,8,3,5,0
43,1.29,0.63,4.2,6,Basic,0.19,41,3,27,0
51,,0.34,,3,Free,0.87,9,4,8,1
41,,,,4,Premium,0.83,49,3,21,0
23,4.2,0.58,3.4,7,Premium,0.42,36,2,6,0
43,9.11,0.5,3.0,6,Basic,0.72,36,4,3,0
43,0.47,0.58,4.9,3,Basic,0.5,6,3,28,1
52,0.28,0.29,4.3,5,Basic,0.09,19,1,28,1
56,3.98,,,5,Free,0.82,19,1,20,1
51,,0.08,2.0,7,Premium,0.22,7,5,23,2
42,1.72,0.05,4.1,3,Free,0.71,16,3,12,1
32,8.21,0.25,2.1,5,Free,0.53,37,5,9,1
24,2.41,0.07,1.8,5,Premium,0.69,24,1,9,0
48,17.38,,,6,Free,0.47,12,1,20,2
35,18.08,0.81,1.1,6,Basic,0.7,44,5,3,1
28,2.82,0.04,4.9,2,Free,0.03,12,1,23,1
43,2.09,0.66,1.6,3,Premium,0.04,47,4,20,0
63,4.24,0.27,4.3,5,Basic,0.9,1,2,17,2
44,2.2,0.87,,8,Premium,0.75,36,8,25,1
28,8.93,0.48,2.4,4,Premium,0.83,41,3,23,1
61,13.99,0.31,1.9,4,Free,0.46,41,3,7,1
50,8.94,0.52,3.3,3,Free,0.46,56,6,22,1
21,13.91,0.38,2.4,4,Basic,0.53,10,2,14,2
33,4.05,0.56,3.6,4,Premium,0.24,59,4,8,0
20,1.36,0.11,,7,Free,0.73,19,3,24,1
62,10.71,1.0,,7,Premium,0.83,56,5,3,0
40,3.58,0.43,1.4,4,Free,0.91,55,1,6,0
17,8.9,0.35,2.7,3,Premium,0.52,8,3,0,1
25,2.52,0.71,4.3,2,Basic,0.41,44,5,26,0
45,0.68,0.36,4.6,3,Basic,0.83,44,2,26,1
60,39.23,0.83,2.0,5,Free,0.75,28,4,29,2
20,1.36,0.45,3.3,6,Free,0.87,33,4,16,1
48,35.67,0.72,4.1,2,Free,0.66,57,1,2,2
16,30.28,,2.2,2,Free,0.88,4,3,21,2
33,12.63,0.85,2.6,3,Free,0.09,30,6,25,1
47,8.62,,3.1,1,Basic,0.68,25,4,28,1
62,6.9,,,3,Free,0.09,56,2,23,0
64,16.09,0.15,1.1,4,Free,0.75,36,5,20,2
26,2.73,1.0,1.6,4,Premium,0.63,43,2,18,0
36,5.04,0.98,3.5,5,Basic,0.02,19,7,17,0
41,,0.26,1.3,6,Free,0.6,7,4,14,2
40,4.24,0.46,1.8,4,Premium,0.15,5,6,9,0
37,4.46,,2.4,6,Premium,0.14,17,1,14,1
42,3.21,0.4,1.3,6,Premium,0.15,7,1,23,1
64,6.65,0.57,1.8,2,Premium,0.48,59,2,24,0
28,15.21,0.95,4.6,3,Basic,0.12,52,0,6,0
48,1.8,0.52,1.1,5,Free,0.13,54,2,5,0
49,21.8,0.82,3.6,1,Basic,0.26,51,2,13,1
56,9.35,0.55,2.5,5,Basic,0.0,24,1,25,1
50,13.87,0.04,3.7,9,Free,0.28,1,3,17,2
16,6.5,,3.4,9,Free,0.62,27,4,17,2
36,12.1,0.97,1.9,3,Free,0.6,41,0,5,0
63,0.13,,4.4,2,Basic,0.97,24,5,12,0
21,13.65,0.86,3.0,5,Free,0.12,19,5,10,1
43,0.33,0.23,4.3,4,Basic,0.87,5,7,24,2
32,,0.22,,5,Premium,0.39,36,2,24,2
20,,0.2,4.9,5,Free,0.39,15,3,8,2
46,2.79,0.92,4.1,6,Premium,0.35,34,1,11,0
20,1.89,0.85,,1,Free,0.12,54,3,18,0
53,11.6,,3.1,8,Free,0.48,35,3,28,2
18,2.33,0.39,,6,Free,0.79,0,2,29,2
38,16.05,,4.0,1,Free,0.88,13,6,18,2
52,0.87,0.46,4.5,3,Free,0.96,13,2,24,1
52,1.08,0.25,4.9,6,Premium,0.79,23,5,20,1
25,30.96,0.51,2.3,9,Basic,0.62,18,2,15,2
25,8.96,0.97,4.2,3,Premium,0.5,37,2,2,0
34,15.01,0.13,1.8,4,Basic,0.87,43,5,6,1
32,3.14,0.86,3.2,5,Free,0.74,17,1,21,0
36,,0.75,1.7,4,Free,0.16,8,3,9,0
29,7.22,0.42,2.4,1,Basic,0.68,51,2,18,0
24,7.39,0.98,4.7,0,Basic,0.43,54,3,5,0
61,9.18,0.37,1.6,4,Free,0.6,56,5,25,1
16,6.85,0.74,3.5,1,Premium,0.9,12,1,8,0
60,4.48,0.78,3.4,3,Basic,0.65,58,0,17,0
28,,0.98,1.5,3,Premium,0.94,50,5,11,0
19,,,2.3,3,Basic,0.87,44,4,4,0
16,2.05,0.2,3.3,5,Free,0.13,50,6,25,0
64,,0.34,1.7,4,Basic,0.01,18,4,4,0
55,,0.47,4.2,3,Free,0.38,52,3,5,0
47,7.85,0.33,4.9,3,Basic,0.87,9,7,17,2
49,11.0,0.75,,3,Free,0.23,37,0,5,0
43,,0.33,1.7,1,Free,0.69,2,1,0,0
46,0.49,,2.8,7,Free,0.48,57,1,10,0
23,1.12,0.4,4.0,6,Free,0.75,47,4,29,1
54,,0.98,2.1,5,Free,0.16,40,0,15,0
41,15.15,0.23,1.1,9,Premium,0.24,16,3,25,2
49,0.37,0.94,3.2,9,Free,0.24,22,1,6,0
18,10.6,0.43,4.8,3,Free,0.55,26,3,16,1
27,,0.07,2.6,3,Basic,0.29,8,3,17,1
16,5.21,0.49,2.7,10,Basic,0.81,4,1,3,1
59,21.14,,,6,Free,0.35,18,3,4,2
20,3.23,0.51,3.8,6,Basic,0.66,28,3,25,1
45,5.01,0.87,3.9,6,Free,0.95,14,2,0,0
45,0.11,0.98,3.3,5,Premium,0.61,41,3,0,0
32,0.68,0.09,,3,Basic,0.24,35,4,26,1
63,2.39,0.94,3.8,7,Free,0.83,55,1,4,0
62,0.23,0.38,4.6,5,Free,0.01,11,5,21,1
38,7.98,0.58,3.8,8,Basic,0.26,13,3,18,1
30,4.45,,3.9,5,Free,0.39,14,8,12,1
52,,0.32,2.2,1,Premium,0.2,50,1,4,0
36,1.54,0.72,2.2,8,Free,0.6,30,3,17,0
29,2.81,0.14,4.1,1,Free,0.56,4,4,23,2
17,8.72,0.29,2.2,2,Free,0.41,43,3,2,0
26,26.89,0.14,3.3,5,Basic,0.29,2,7,26,2
54,0.41,0.81,2.0,5,Free,0.43,46,4,2,0
53,,0.22,4.3,5,Free,0.29,29,3,8,2
49,,,1.4,6,Premium,0.22,46,1,19,0
53,6.64,0.94,4.3,12,Free,0.35,11,4,25,2
49,5.55,0.53,3.4,4,Free,0.6,14,5,13,1
33,0.58,0.54,1.7,3,Free,0.65,37,4,2,0
45,,0.46,3.2,4,Premium,0.3,27,3,20,0
30,7.35,0.33,2.1,1,Basic,0.95,48,4,21,1
42,3.34,0.48,2.3,4,Basic,0.26,22,1,13,0
49,19.94,0.6,2.4,7,Free,0.71,46,4,28,2
53,4.17,0.99,1.3,2,Basic,0.08,14,3,25,0
48,1.24,0.93,,2,Basic,0.66,10,4,16,0
39,,0.86,1.1,1,Free,0.46,29,2,22,0
30,2.78,0.89,3.6,4,Free,0.57,53,1,26,0
45,5.96,0.47,2.5,4,Premium,0.18,11,0,3,0
57,,0.66,3.6,2,Free,0.43,53,2,24,0
32,18.44,,2.4,7,Basic,0.77,18,5,17,2
20,12.57,,3.7,5,Free,0.77,31,3,26,2
44,9.03,0.96,3.9,4,Basic,0.24,0,3,15,1
19,9.11,0.42,3.8,5,Free,0.35,15,1,1,0
25,23.34,0.6,,4,Free,0.0,10,1,25,2
32,2.81,0.71,3.6,7,Basic,0.09,30,5,1,0
25,0.01,,2.1,5,Premium,0.13,32,6,25,0
32,101.95,0.24,1.1,5,Premium,0.29,54,2,11,0
35,1.97,,2.7,5,Free,0.76,35,1,15,0
39,8.67,0.52,2.7,2,Free,0.51,29,7,9,1
20,,0.27,2.9,3,Basic,0.79,37,2,28,1
49,7.2,0.78,3.8,5,Free,0.75,3,3,23,2
21,0.13,,2.2,3,Basic,0.59,55,3,1,0
17,10.44,0.66,2.3,3,Basic,0.5,59,1,15,0
28,3.13,0.95,1.2,2,Basic,0.93,24,4,3,0
58,,0.48,,5,Basic,0.57,33,2,9,0
58,6.51,0.62,3.3,4,Free,0.48,16,4,26,1
63,3.36,0.4,2.4,8,Basic,0.87,32,2,16,1
26,1.16,0.2,3.8,7,Free,0.07,29,3,3,0
62,0.79,,3.1,0,Premium,0.66,12,3,21,0
38,14.25,0.51,2.9,5,Free,0.11,11,4,5,1
31,20.05,0.73,3.0,7,Free,0.82,59,2,2,1
46,8.39,0.41,3.5,2,Premium,0.79,31,5,27,2
26,0.87,0.36,,8,Basic,0.5,22,3,8,0
31,4.11,0.41,2.2,3,Premium,0.66,28,2,4,0
23,10.44,0.41,,2,Basic,0.77,33,4,8,1
19,12.11,0.54,1.6,7,Premium,0.48,18,2,12,1
55,1.01,0.54,3.6,3,Free,0.91,11,6,1,0
19,0.0,0.99,4.5,4,Free,0.44,3,0,2,0
40,9.96,0.13,2.6,6,Premium,0.89,24,4,27,2
18,3.53,0.5,1.7,7,Premium,0.58,25,4,6,0
47,2.35,0.17,4.0,3,Basic,0.43,17,1,20,1
18,0.1,,4.3,2,Basic,0.0,29,3,29,1
42,,0.93,4.5,7,Premium,0.3,57,1,11,0
44,15.24,0.6,3.4,3,Free,0.87,33,5,24,2
47,25.29,0.66,4.4,5,Basic,0.43,32,3,17,2
34,6.67,,,3,Free,0.42,30,2,8,0
36,5.78,0.91,1.4,2,Free,0.49,55,2,12,0
20,0.71,0.64,1.4,5,Free,0.29,30,4,10,0
33,6.37,0.77,3.9,5,Premium,0.49,12,5,12,1
43,3.82,0.37,1.3,10,Basic,0.38,23,4,7,0
57,7.47,0.96,3.0,5,Premium,0.91,4,2,20,1
37,3.94,0.82,2.9,4,Free,0.56,50,3,14,0
36,,0.85,,5,Free,0.83,0,0,13,0
21,,0.17,4.5,4,Free,0.69,33,7,16,1
16,3.03,0.27,1.7,5,Free,0.21,45,3,12,0
20,0.81,0.29,2.4,6,Free,0.87,8,0,10,1
56,1.56,0.27,4.1,3,Free,0.09,7,2,9,0
27,34.95,0.86,1.1,4,Free,0.45,57,6,16,2
41,4.7,0.03,,6,Free,0.24,42,3,28,1
61,6.07,0.08,4.3,4,Free,0.54,35,6,11,1
49,16.55,0.27,4.7,4,Premium,0.3,28,2,22,2
64,43.35,0.2,4.5,5,Basic,0.72,34,1,1,2
29,6.99,0.23,2.3,3,Premium,0.94,4,0,0,1
41,13.39,0.8,3.3,5,Premium,0.71,55,7,14,1
60,3.17,0.56,1.3,3,Free,0.36,45,2,26,0
42,2.92,,2.0,3,Basic,0.6,9,2,18,1
24,4.12,0.43,1.4,10,Basic,0.89,37,5,17,1
41,8.93,0.41,2.3,3,Free,0.27,9,1,2,0
62,9.17,0.11,,4,Premium,0.12,10,2,24,2
37,3.03,0.68,2.4,2,Free,0.13,51,3,8,0
62,1.14,0.7,3.2,5,Free,0.49,7,2,29,1
45,8.01,0.72,,3,Basic,0.73,3,5,24,2
58,1.1,0.73,2.8,6,Basic,0.66,52,2,21,0
